Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
530517,Relaxo Footwears Ltd.,RELAXO,Relaxo Footwears Ltd,Active,A ,1.00,INE131B01039,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
530549,Shilpa Medicare Ltd.,SHILPAMED,Shilpa Medicare Ltd,Active,A ,1.00,INE790G01031,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530813,KRBL Ltd.,KRBL,KRBL Ltd,Active,A ,1.00,INE001B01026,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530965,Indian Oil Corporation Ltd.,IOC,Indian Oil Corporation Ltd,Active,A ,10.00,INE242A01010,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
530999,Balaji Amines Ltd.,BALAMINES,Balaji Amines Ltd,Active,A ,2.00,INE050E01027,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
531120,Patel Engineering Ltd,PATELENG,Patel Engineering Ltd,Active,A ,1.00,INE244B01030,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
531162,Emami Ltd,EMAMILTD,Emami Ltd,Active,A ,1.00,INE548C01032,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
531213,Manappuram Finance Limited,MANAPPURAM,Manappuram Finance Ltd,Active,A ,2.00,INE522D01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531335,Zydus Wellness Limited,ZYDUSWELL,Zydus Wellness Ltd,Active,A ,10.00,INE768C01010,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
531344,Container Corporation Of India Ltd.,CONCOR,Container Corporation of India Ltd,Active,A ,5.00,INE111A01025,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
531358,Choice International Ltd,CHOICEIN,Choice International Ltd,Active,A ,10.00,INE102B01014,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
531500,Rajesh Exports Ltd.,RAJESHEXPO,Rajesh Exports Ltd,Active,A ,1.00,INE343B01030,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
531531,Hatsun Agro Products Ltd.,HATSUN,Hatsun Agro Product Ltd,Active,A ,1.00,INE473B01035,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
531543,Jindal Worldwide Ltd.,JINDWORLD,Jindal Worldwide Ltd,Active,A ,1.00,INE247D01039,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
531595,Capri Global Capital Limited,CGCL,Capri Global Capital Ltd,Active,A ,1.00,INE180C01042,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531599,FDC Ltd.,FDC,FDC Ltd,Active,A ,1.00,INE258B01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
531642,Marico Limited,MARICO,Marico Ltd,Active,A ,1.00,INE196A01026,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
531768,Poly Medicure Ltd,POLYMED,Poly Medicure Ltd,Active,A ,5.00,INE205C01021,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
532129,Hexaware Technologies Ltd.,HEXAWARE,Hexaware Technologies Ltd,Delisted,A ,2.00,INE093A01033, ,Equity,-,-,-,-
532134,Bank Of Baroda,BANKBARODA,Bank of Baroda,Active,A ,2.00,INE028A01039,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532144,Welspun Corp Limited,WELCORP,Welspun Corp Ltd,Active,A ,5.00,INE191B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
532149,Bank of India,BANKINDIA,Bank of India,Active,A ,10.00,INE084A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532155,Gail (India) Ltd.,GAIL,Gail (India) Ltd,Active,A ,10.00,INE129A01019,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing
532156,Vaibhav Global Ltd,VAIBHAVGBL,Vaibhav Global Ltd,Active,A ,2.00,INE884A01027,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
532162,JK Paper Ltd.,JKPAPER,JK Paper Ltd,Active,A ,10.00,INE789E01012,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
532163,Saregama India Ltd.,SAREGAMA,Saregama India Ltd,Active,A ,1.00,INE979A01025,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
532174,ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd,Active,A ,2.00,INE090A01021,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532175,Cyient Limited,CYIENT,Cyient Ltd,Active,A ,5.00,INE136B01020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
532178,Engineers India Ltd.,ENGINERSIN,Engineers India Ltd,Active,A ,5.00,INE510A01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532181,Gujarat Mineral Development Corpora,GMDCLTD,Gujarat Mineral Development Corporation Ltd,Active,A ,2.00,INE131A01031,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
532187,IndusInd Bank Ltd.,INDUSINDBK,Indusind Bank Ltd,Active,A ,10.00,INE095A01012,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532209,Jammu and Kashmir Bank Ltd.,J&KBANK,Jammu & Kashmir Bank Ltd,Active,A ,1.00,INE168A01041,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532210,City Union Bank Ltd,CUB,City Union Bank Ltd,Active,A ,1.00,INE491A01021,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532215,AXIS Bank Ltd.,AXISBANK,AXIS Bank Ltd,Active,A ,2.00,INE238A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532218,South Indian Bank Ltd.,SOUTHBANK,South Indian Bank Ltd,Active,A ,1.00,INE683A01023,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532221,Sonata Software Ltd.,SONATSOFTW,Sonata Software Ltd,Active,A ,1.00,INE269A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532234,National Aluminium Co. Ltd.,NATIONALUM,National Aluminium Company Ltd,Active,A ,5.00,INE139A01034,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
532254,Polaris Consulting & Services Limited,POLARIS,Polaris Consulting & Services Ltd,Delisted,A ,5.00,INE763A01023, ,Equity,-,-,-,-
532259,Apar Industries Ltd,APARINDS,Apar Industries Ltd,Active,A ,10.00,INE372A01015,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
532273,Centurion Bank of Punjab Ltd.,CBOP,Centurion Bank of Punjab Ltd,Delisted,A ,1.00,INE484A01026, ,Equity,-,-,-,-
532281,HCL Technologies Ltd,HCLTECH,HCL Technologies Ltd,Active,A ,2.00,INE860A01027,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532286,Jindal Steel & Power Ltd,JINDALSTEL,Jindal Steel & Power Ltd,Active,A ,1.00,INE749A01030,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
532296,Glenmark Pharmaceuticals ltd,GLENMARK,Glenmark Pharmaceuticals Ltd,Active,A ,1.00,INE935A01035,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532300,Wockhardt Ltd,WOCKPHARMA,Wockhardt Ltd,Active,A ,5.00,INE049B01025,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532301,Tata Coffee Ltd,TATACOFFEE,Tata Coffee Ltd,Delisted,A ,1.00,INE493A01027,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
532313,Mahindra Lifespace Developers Ltd.,MAHLIFE,Mahindra Lifespace Developers Ltd,Active,A ,10.00,INE813A01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
532321,Zydus Lifesciences Limited,ZYDUSLIFE,Zydus Lifesciences Ltd,Active,A ,1.00,INE010B01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532331,Ajanta Pharma Ltd.,AJANTPHARM,Ajanta Pharma Ltd,Active,A ,2.00,INE031B01049,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532343,TVS Motor Company Ltd.,TVSMOTOR,TVS Motor Company Ltd,Active,A ,1.00,INE494B01023,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
532348,Subex  Ltd,SUBEXLTD,Subex Ltd,Active,A ,5.00,INE754A01055,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
532356,Triveni Engineering & Industries Ltd,TRIVENI,Triveni Engineering & Industries Ltd,Active,A ,1.00,INE256C01024,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
532371,Tata Teleservices (Maharashtra) Ltd.,TTML,Tata Teleservices (Maharashtra) Ltd,Active,A ,10.00,INE517B01013,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
532374,Sterlite Technologies Limited.,STLTECH,Sterlite Technologies Ltd,Active,A ,2.00,INE089C01029,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
532375,TIPS MUSIC LIMITED,TIPSMUSIC,Tips Music Ltd,Active,A ,1.00,INE716B01029,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
532388,Indian Overseas Bank,IOB,Indian Overseas Bank,Active,A ,10.00,INE565A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532400,BIRLASOFT LIMITED,BSOFT,Birlasoft Ltd,Active,A ,2.00,INE836A01035,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532401,Vijaya Bank,VIJAYABANK,Vijaya Bank,Delisted,A ,10.00,INE705A01016, ,Equity,-,-,-,-
532406,Avantel Limited,AVANTEL,Avantel Ltd,Active,A ,2.00,INE005B01027,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
532424,Godrej Consumer Products Ltd.,GODREJCP,Godrej Consumer Products Ltd,Active,A ,1.00,INE102D01028,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
532430,BF Utilities Ltd.,BFUTILITIE,BF Utilities Ltd,Active,A ,5.00,INE243D01012,Road Assets–Toll- Annuity- Hybrid-Annuity,Equity,Services,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity"
532432,United Spirits Limited,UNITDSPR,United Spirits Ltd,Active,A ,2.00,INE854D01024,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
532439,OLECTRA GREENTECH LIMITED,OLECTRA,Olectra Greentech Ltd,Active,A ,4.00,INE260D01016,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
532443,Cera Sanitaryware Ltd.,CERA,Cera Sanitaryware Ltd,Active,A ,5.00,INE739E01017,Sanitary Ware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware
532454,Bharti Airtel  Ltd.,BHARTIARTL,Bharti Airtel Ltd,Active,A ,5.00,INE397D01024,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
532461,Punjab National Bank,PNB,Punjab National Bank,Active,A ,2.00,INE160A01022,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532466,Oracle Financial Services Software Limited,OFSS,Oracle Financial Services Software Ltd,Active,A ,5.00,INE881D01027,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
532468,Kama Holdings Limited,KAMAHOLD,Kama Holdings Ltd,Active,A ,10.00,INE411F01010,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
532477,Union Bank of India,UNIONBANK,Union Bank of India,Active,A ,10.00,INE692A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532478,United Breweries Ltd.,UBL,United Breweries Ltd,Active,A ,1.00,INE686F01025,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
532482,Granules India Ltd.,GRANULES,Granules India Ltd,Active,A ,1.00,INE101D01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532483,Canara Bank,CANBK,Canara Bank,Active,A ,2.00,INE476A01022,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532488,Divi's Laboratories Ltd.,DIVISLAB,Divis Laboratories Ltd,Active,A ,2.00,INE361B01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532493,Astra Microwave Products Ltd.,ASTRAMICRO,Astra Microwave Products Ltd,Active,A ,2.00,INE386C01029,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
532497,Radico Khaitan Ltd.,RADICO,Radico Khaitan Ltd,Active,A ,2.00,INE944F01028,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
532498,Shriram-City Union Finance Ltd.,SHRIRAMCIT,Shriram City Union Finance Ltd,Delisted,A ,10.00,INE722A01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
532500,Maruti Suzuki India  Ltd.,MARUTI,Maruti Suzuki India Ltd,Active,A ,5.00,INE585B01010,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Ltd,Active,A ,2.00,INE048G01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
532505,UCO Bank,UCOBANK,UCO Bank,Active,A ,10.00,INE691A01018,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532508,Jindal Stainless Limited,JSL,Jindal Stainless Ltd,Active,A ,2.00,INE220G01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
532509,Suprajit Engineering Ltd.,SUPRAJIT,Suprajit Engineering Ltd,Active,A ,1.00,INE399C01030,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532514,Indraprashtha Gas Ltd.,IGL,Indraprastha Gas Ltd,Active,A ,2.00,INE203G01027,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
532522,PETRONET LNG LTD.,PETRONET,Petronet LNG Ltd,Active,A ,10.00,INE347G01014,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
532523,Biocon Ltd.,BIOCON,Biocon Ltd,Active,A ,5.00,INE376G01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532524,PTC India Ltd,PTC,PTC India Ltd,Active,A ,10.00,INE877F01012,Power Trading,Equity,Utilities,Power,Power,Power Trading
532525,Bank of maharashtra,MAHABANK,Bank of Maharashtra,Active,A ,10.00,INE457A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532527,ramkrishna forgings Ltd.,RKFORGE,Ramkrishna Forgings Ltd,Active,A ,2.00,INE399G01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532531,STRIDES PHARMA SCIENCE LIMITED,STAR,Strides Pharma Science Ltd,Active,A ,10.00,INE939A01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532538,UltraTech Cement Ltd,ULTRACEMCO,UltraTech Cement Ltd,Active,A ,10.00,INE481G01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
532539,UNO Minda Limited,UNOMINDA,UNO Minda Ltd,Active,A ,2.00,INE405E01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532540,Tata Consultancy Services Ltd.,TCS,Tata Consultancy Services Ltd,Active,A ,1.00,INE467B01029,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A ,10.00,INE591G01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532544,Indiabulls Financial Services Ltd.,IBULLS,Indiabulls Financial Services Ltd,Delisted,A ,2.00,INE894F01025, ,Equity,-,-,-,-
532548,Century Plyboards (India) Ltd.,CENTURYPLY,Century Plyboards (India) Ltd,Active,A ,1.00,INE348B01021,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
532553,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Active,A ,10.00,INE625G01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532555,NTPC Limited,NTPC,NTPC Ltd,Active,A ,10.00,INE733E01010,Power Generation,Equity,Utilities,Power,Power,Power Generation
532605,JBM Auto Limited,JBMA,JBM Auto Ltd,Active,A ,1.00,INE927D01051,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532619,UTV Software Communications Ltd.,UTVSOF,UTV Software Communications Ltd,Delisted,A ,10.00,INE507B01022, ,Equity,-,-,-,-
532622,GATEWAY DISTRIPARKS LTD.,GDL,Gateway Distriparks Ltd,Delisted,A ,10.00,INE852F01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Ltd,Active,A ,10.00,INE351F01018,Power Generation,Equity,Utilities,Power,Power,Power Generation
532630,Gokaldas Exports Ltd,GOKEX,Gokaldas Exports Ltd,Active,A ,5.00,INE887G01027,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
532636,IIFL FINANCE LIMITED ,IIFL,IIFL Finance Ltd,Active,A ,2.00,INE530B01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
532638,Shoppers Stop Ltd,SHOPERSTOP,Shoppers Stop Ltd,Active,A ,5.00,INE498B01024,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
532642,JSW Holdings Limited,JSWHL,JSW Holdings Ltd,Active,A ,10.00,INE824G01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
532644,J.K. CEMENT LTD,JKCEMENT,JK Cement Ltd,Active,A ,10.00,INE823G01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
532648,Yes Bank Ltd.,YESBANK,Yes Bank Ltd,Active,A ,2.00,INE528G01035,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532652,Karnataka Bank Ltd.,KTKBANK,Karnataka Bank Ltd,Active,A ,10.00,INE614B01018,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532667,SUZLON ENERGY LTD.,SUZLON,Suzlon Energy Ltd,Active,A ,2.00,INE040H01021,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
532668,Aurionpro Solutions Ltd.,AURIONPRO,Aurionpro Solutions Ltd,Active,A ,10.00,INE132H01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532670,Shree Renuka Sugars Ltd.,RENUKA,Shree Renuka Sugars Ltd,Active,A ,1.00,INE087H01022,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
532683,AIA Engineering Ltd.,AIAENG,AIA Engineering Ltd,Active,A ,2.00,INE212H01026,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
532689,PVR INOX LIMITED,PVRINOX,PVR Inox Ltd,Active,A ,10.00,INE191H01014,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
532702,Gujarat State Petronet Ltd.,GSPL,Gujarat State Petronet Ltd,Active,A ,10.00,INE246F01010,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing
532706,Inox Leisure Limited,INOXLEISUR,INOX Leisure Ltd,Delisted,A ,10.00,INE312H01016,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
532714,KEC International Ltd.,KEC,KEC International Ltd,Active,A ,2.00,INE389H01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,Mahindra & Mahindra Financial Services Ltd,Active,A ,2.00,INE774D01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
532725,Solar Industries India Limited,SOLARINDS,Solar Industries India Ltd,Active,A ,2.00,INE343H01029,Explosives,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives
532733,SUN TV NETWORK LIMITED,SUNTV,Sun TV Network Ltd,Active,A ,5.00,INE424H01027,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
532743,Reliance Petroleum Limited,RPL,Reliance Petroleum Ltd,Delisted,A ,10.00,INE475H01011, ,Equity,-,-,-,-
532749,Allcargo Logistics Ltd,ALLCARGO,Allcargo Logistics Ltd,Active,A ,2.00,INE418H01029,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
532754,GMR Airports Limited,GMRAIRPORT,GMR Airports Ltd,Active,A ,1.00,INE776C01039,Airport & Airport services,Equity,Services,Services,Transport Infrastructure,Airport & Airport services
532755,Tech Mahindra Limited,TECHM,Tech Mahindra Ltd,Active,A ,5.00,INE669C01036,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532756,CIE Automotive India Limited,CIEINDIA,CIE Automotive India Ltd,Active,A ,10.00,INE536H01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532757,VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,Voltamp Transformers Ltd,Active,A ,10.00,INE540H01012,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
532762,Action Construction Equipments Ltd.,ACE,Action Construction Equipment Ltd,Active,A ,2.00,INE731H01025,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
532772,DCB Bank Limited,DCBBANK,DCB Bank Ltd,Active,A ,10.00,INE503A01015,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532775,GTL Infrastructure Limited,GTLINFRA,GTL Infrastructure Ltd,Active,A ,10.00,INE221H01019,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
532777,Info Edge(India) Ltd.,NAUKRI,Info Edge (India) Ltd,Active,A ,10.00,INE663F01024,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
532779,TORRENT POWER LIMITED,TORNTPOWER,Torrent Power Ltd,Active,A ,10.00,INE813H01021,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities
532783,LT Foods Limited,LTFOODS,LT Foods Ltd,Active,A ,1.00,INE818H01020,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
532784,Sobha Limited,SOBHA,Sobha Ltd,Active,A ,10.00,INE671H01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
532790,TANLA PLATFORMS LIMITED,TANLA,Tanla Platforms Ltd,Active,A ,1.00,INE483C01032,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
532798,Network 18 Media & Investments Limited,NETWORK18,Network 18 Media & Investments Ltd,Active,A ,5.00,INE870H01013,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
532805,Redington Limited,REDINGTON,Redington Ltd,Active,A ,2.00,INE891D01026,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
532809,Firstsource Solutions Ltd.,FSL,Firstsource Solutions Ltd,Active,A ,10.00,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
532810,Power Finance Corporation Ltd,PFC,Power Finance Corporation Ltd,Active,A ,10.00,INE134E01011,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
532811,Ahluwalia Contracts (India) Ltd,AHLUCONT,Ahluwalia Contracts (India) Ltd,Active,A ,2.00,INE758C01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532814,Indian Bank,INDIANB,Indian Bank,Active,A ,10.00,INE562A01011,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532819,MindTree  Limited,MINDTREE,MindTree Ltd,Delisted,A ,10.00,INE018I01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A ,10.00,INE669E01016,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
532827,Page Industries Ltd.,PAGEIND,Page Industries Ltd,Active,A ,10.00,INE761H01022,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
